domain_id,domain_name,micro_credential_id,micro_credential_title,micro_credential_level,competency_order,competency_id,competency_name,competency_description,rubric_version,criterion_id,criterion_name,criterion_descriptor,evidence_required,weight,binary_scoring,pass_threshold,question_type,scenario_variation_rule,reattempt_rule,question_format_rule,integrity_rule,locked_status,source
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,3,123,Risk classification,"Conduct comprehensive AI regulatory compliance assessments mapping all organizational AI deployments against applicable legal, regulatory, and policy requirements",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Risk classification in the scenario.",Clearly states what Risk classification must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,3,123,Risk classification,"Conduct comprehensive AI regulatory compliance assessments mapping all organizational AI deployments against applicable legal, regulatory, and policy requirements",1,c2,Applied execution,"Applies Risk classification correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Risk classification.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,3,123,Risk classification,"Conduct comprehensive AI regulatory compliance assessments mapping all organizational AI deployments against applicable legal, regulatory, and policy requirements",1,c3,Reasoned justification,"Explains why the chosen approach for Risk classification is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,3,123,Risk classification,"Conduct comprehensive AI regulatory compliance assessments mapping all organizational AI deployments against applicable legal, regulatory, and policy requirements",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Risk classification.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,4,124,Compliance mapping,"Design AI risk management frameworks that classify AI systems by risk level and prescribe proportionate, evidence-based governance controls and oversight mechanisms",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Compliance mapping in the scenario.",Clearly states what Compliance mapping must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,4,124,Compliance mapping,"Design AI risk management frameworks that classify AI systems by risk level and prescribe proportionate, evidence-based governance controls and oversight mechanisms",1,c2,Applied execution,"Applies Compliance mapping correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Compliance mapping.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,4,124,Compliance mapping,"Design AI risk management frameworks that classify AI systems by risk level and prescribe proportionate, evidence-based governance controls and oversight mechanisms",1,c3,Reasoned justification,"Explains why the chosen approach for Compliance mapping is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,4,124,Compliance mapping,"Design AI risk management frameworks that classify AI systems by risk level and prescribe proportionate, evidence-based governance controls and oversight mechanisms",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Compliance mapping.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,5,125,Stakeholder advisory,"Monitor evolving AI policy landscapes proactively to identify regulatory changes that will affect organizational AI strategy, operations, and product development",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Stakeholder advisory in the scenario.",Clearly states what Stakeholder advisory must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,5,125,Stakeholder advisory,"Monitor evolving AI policy landscapes proactively to identify regulatory changes that will affect organizational AI strategy, operations, and product development",1,c2,Applied execution,"Applies Stakeholder advisory correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Stakeholder advisory.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,5,125,Stakeholder advisory,"Monitor evolving AI policy landscapes proactively to identify regulatory changes that will affect organizational AI strategy, operations, and product development",1,c3,Reasoned justification,"Explains why the chosen approach for Stakeholder advisory is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,5,125,Stakeholder advisory,"Monitor evolving AI policy landscapes proactively to identify regulatory changes that will affect organizational AI strategy, operations, and product development",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Stakeholder advisory.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,6,126,Ethics frameworks,"Engage with regulatory bodies, industry associations, and policy forums to represent organizational interests constructively in AI governance development processes",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Ethics frameworks in the scenario.",Clearly states what Ethics frameworks must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,6,126,Ethics frameworks,"Engage with regulatory bodies, industry associations, and policy forums to represent organizational interests constructively in AI governance development processes",1,c2,Applied execution,"Applies Ethics frameworks correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Ethics frameworks.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,6,126,Ethics frameworks,"Engage with regulatory bodies, industry associations, and policy forums to represent organizational interests constructively in AI governance development processes",1,c3,Reasoned justification,"Explains why the chosen approach for Ethics frameworks is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,6,126,Ethics frameworks,"Engage with regulatory bodies, industry associations, and policy forums to represent organizational interests constructively in AI governance development processes",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Ethics frameworks.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,7,127,Governance structures,"Develop AI transparency and disclosure policies that fully satisfy regulatory requirements for explainability, algorithmic auditing, and stakeholder communication",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Governance structures in the scenario.",Clearly states what Governance structures must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,7,127,Governance structures,"Develop AI transparency and disclosure policies that fully satisfy regulatory requirements for explainability, algorithmic auditing, and stakeholder communication",1,c2,Applied execution,"Applies Governance structures correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Governance structures.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,7,127,Governance structures,"Develop AI transparency and disclosure policies that fully satisfy regulatory requirements for explainability, algorithmic auditing, and stakeholder communication",1,c3,Reasoned justification,"Explains why the chosen approach for Governance structures is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,7,127,Governance structures,"Develop AI transparency and disclosure policies that fully satisfy regulatory requirements for explainability, algorithmic auditing, and stakeholder communication",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Governance structures.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,8,128,Audit preparation,"Assess geopolitical and sector-specific AI policy risks that may affect global AI deployments, cross-border data flows, and international organizational operations",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Audit preparation in the scenario.",Clearly states what Audit preparation must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,8,128,Audit preparation,"Assess geopolitical and sector-specific AI policy risks that may affect global AI deployments, cross-border data flows, and international organizational operations",1,c2,Applied execution,"Applies Audit preparation correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Audit preparation.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,8,128,Audit preparation,"Assess geopolitical and sector-specific AI policy risks that may affect global AI deployments, cross-border data flows, and international organizational operations",1,c3,Reasoned justification,"Explains why the chosen approach for Audit preparation is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,8,128,Audit preparation,"Assess geopolitical and sector-specific AI policy risks that may affect global AI deployments, cross-border data flows, and international organizational operations",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Audit preparation.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,9,129,Legal coordination,Implement AI incident reporting and response protocols that satisfy regulatory notification requirements and meet organizational stakeholder communication expectations,1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Legal coordination in the scenario.",Clearly states what Legal coordination must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,9,129,Legal coordination,Implement AI incident reporting and response protocols that satisfy regulatory notification requirements and meet organizational stakeholder communication expectations,1,c2,Applied execution,"Applies Legal coordination correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Legal coordination.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,9,129,Legal coordination,Implement AI incident reporting and response protocols that satisfy regulatory notification requirements and meet organizational stakeholder communication expectations,1,c3,Reasoned justification,"Explains why the chosen approach for Legal coordination is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,9,129,Legal coordination,Implement AI incident reporting and response protocols that satisfy regulatory notification requirements and meet organizational stakeholder communication expectations,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Legal coordination.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,10,130,Reporting systems,"Translate AI policy and governance requirements into practical operational procedures, targeted training programs, and enforceable technical control implementations",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Reporting systems in the scenario.",Clearly states what Reporting systems must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,10,130,Reporting systems,"Translate AI policy and governance requirements into practical operational procedures, targeted training programs, and enforceable technical control implementations",1,c2,Applied execution,"Applies Reporting systems correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Reporting systems.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,10,130,Reporting systems,"Translate AI policy and governance requirements into practical operational procedures, targeted training programs, and enforceable technical control implementations",1,c3,Reasoned justification,"Explains why the chosen approach for Reporting systems is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,13,AI Policy & Governance Analyst,EQF 7,10,130,Reporting systems,"Translate AI policy and governance requirements into practical operational procedures, targeted training programs, and enforceable technical control implementations",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Reporting systems.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,14,AI Adoption Lead,EQF 7,1,131,Organizational readiness,"Develop comprehensive organizational AI adoption strategies that align technology implementation decisions with cultural readiness, capability development timelines, and strategic goals",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Organizational readiness in the scenario.",Clearly states what Organizational readiness must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,14,AI Adoption Lead,EQF 7,1,131,Organizational readiness,"Develop comprehensive organizational AI adoption strategies that align technology implementation decisions with cultural readiness, capability development timelines, and strategic goals",1,c2,Applied execution,"Applies Organizational readiness correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Organizational readiness.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,14,AI Adoption Lead,EQF 7,1,131,Organizational readiness,"Develop comprehensive organizational AI adoption strategies that align technology implementation decisions with cultural readiness, capability development timelines, and strategic goals",1,c3,Reasoned justification,"Explains why the chosen approach for Organizational readiness is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,14,AI Adoption Lead,EQF 7,1,131,Organizational readiness,"Develop comprehensive organizational AI adoption strategies that align technology implementation decisions with cultural readiness, capability development timelines, and strategic goals",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Organizational readiness.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,14,AI Adoption Lead,EQF 7,2,132,Change strategy,"Conduct rigorous AI readiness assessments that evaluate current digital maturity, workforce skills, data infrastructure quality, and senior leadership commitment",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Change strategy in the scenario.",Clearly states what Change strategy must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,14,AI Adoption Lead,EQF 7,2,132,Change strategy,"Conduct rigorous AI readiness assessments that evaluate current digital maturity, workforce skills, data infrastructure quality, and senior leadership commitment",1,c2,Applied execution,"Applies Change strategy correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Change strategy.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,14,AI Adoption Lead,EQF 7,2,132,Change strategy,"Conduct rigorous AI readiness assessments that evaluate current digital maturity, workforce skills, data infrastructure quality, and senior leadership commitment",1,c3,Reasoned justification,"Explains why the chosen approach for Change strategy is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
